time,close
2020-04-04 00:00:00+00:00,6735.2
2020-04-04 06:00:00+00:00,6712.8
2020-04-04 12:00:00+00:00,6788.1
2020-04-04 18:00:00+00:00,6873.2
2020-04-05 00:00:00+00:00,6790.4
2020-04-05 06:00:00+00:00,6785.1
2020-04-05 12:00:00+00:00,6810.5
2020-04-05 18:00:00+00:00,6779.4
2020-04-06 00:00:00+00:00,7005.9
2020-04-06 06:00:00+00:00,7109.6
2020-04-06 12:00:00+00:00,7226.6
2020-04-06 18:00:00+00:00,7343.5
2020-04-07 00:00:00+00:00,7288.9
2020-04-07 06:00:00+00:00,7392.8
2020-04-07 12:00:00+00:00,7359.7
2020-04-07 18:00:00+00:00,7206.2
2020-04-08 00:00:00+00:00,7413.2
2020-04-08 06:00:00+00:00,7300.3
2020-04-08 12:00:00+00:00,7313.2
2020-04-08 18:00:00+00:00,7368.0
2020-04-09 00:00:00+00:00,7314.5
2020-04-09 06:00:00+00:00,7191.4
2020-04-09 12:00:00+00:00,7299.3
2020-04-09 18:00:00+00:00,7294.1
2020-04-10 00:00:00+00:00,6965.0
2020-04-10 06:00:00+00:00,6912.3
2020-04-10 12:00:00+00:00,6876.5
2020-04-10 18:00:00+00:00,6873.8
2020-04-11 00:00:00+00:00,6939.8
2020-04-11 06:00:00+00:00,6889.1
2020-04-11 12:00:00+00:00,6794.5
2020-04-11 18:00:00+00:00,6889.6
2020-04-12 00:00:00+00:00,6840.7
2020-04-12 06:00:00+00:00,6862.8
2020-04-12 12:00:00+00:00,7124.2
2020-04-12 18:00:00+00:00,6903.7
2020-04-13 00:00:00+00:00,6703.6
2020-04-13 06:00:00+00:00,6794.5
2020-04-13 12:00:00+00:00,6770.5
2020-04-13 18:00:00+00:00,6861.6
2020-04-14 00:00:00+00:00,6900.4
2020-04-14 06:00:00+00:00,6843.0
2020-04-14 12:00:00+00:00,6931.4
2020-04-14 18:00:00+00:00,6874.5
2020-04-15 00:00:00+00:00,6916.4
2020-04-15 06:00:00+00:00,6781.6
2020-04-15 12:00:00+00:00,6752.2
2020-04-15 18:00:00+00:00,6619.8
2020-04-16 00:00:00+00:00,6638.8
2020-04-16 06:00:00+00:00,7025.0
2020-04-16 12:00:00+00:00,7011.1
2020-04-16 18:00:00+00:00,7114.9
2020-04-17 00:00:00+00:00,7074.8
2020-04-17 06:00:00+00:00,7090.0
2020-04-17 12:00:00+00:00,7047.4
2020-04-17 18:00:00+00:00,7034.1
2020-04-18 00:00:00+00:00,7111.2
2020-04-18 06:00:00+00:00,7115.5
2020-04-18 12:00:00+00:00,7200.1
2020-04-18 18:00:00+00:00,7259.0
2020-04-19 00:00:00+00:00,7125.3
2020-04-19 06:00:00+00:00,7167.0
2020-04-19 12:00:00+00:00,7161.4
2020-04-19 18:00:00+00:00,7127.6
2020-04-20 00:00:00+00:00,7185.6
2020-04-20 06:00:00+00:00,6968.9
2020-04-20 12:00:00+00:00,6880.4
2020-04-20 18:00:00+00:00,6839.2
2020-04-21 00:00:00+00:00,6901.4
2020-04-21 06:00:00+00:00,6805.0
2020-04-21 12:00:00+00:00,6907.5
2020-04-21 18:00:00+00:00,6852.1
2020-04-22 00:00:00+00:00,6910.6
2020-04-22 06:00:00+00:00,6966.5
2020-04-22 12:00:00+00:00,7090.7
2020-04-22 18:00:00+00:00,7136.9
2020-04-23 00:00:00+00:00,7109.9
2020-04-23 06:00:00+00:00,7137.0
2020-04-23 12:00:00+00:00,7557.4
2020-04-23 18:00:00+00:00,7485.0
2020-04-24 00:00:00+00:00,7502.2
2020-04-24 06:00:00+00:00,7492.6
2020-04-24 12:00:00+00:00,7513.8
2020-04-24 18:00:00+00:00,7507.8
2020-04-25 00:00:00+00:00,7567.5
2020-04-25 06:00:00+00:00,7543.9
2020-04-25 12:00:00+00:00,7545.5
2020-04-25 18:00:00+00:00,7550.1
2020-04-26 00:00:00+00:00,7539.3
2020-04-26 06:00:00+00:00,7664.9
2020-04-26 12:00:00+00:00,7584.9
2020-04-26 18:00:00+00:00,7703.9
2020-04-27 00:00:00+00:00,7702.8
2020-04-27 06:00:00+00:00,7726.9
2020-04-27 12:00:00+00:00,7669.8
2020-04-27 18:00:00+00:00,7792.4
2020-04-28 00:00:00+00:00,7704.2
2020-04-28 06:00:00+00:00,7741.6
2020-04-28 12:00:00+00:00,7733.8
2020-04-28 18:00:00+00:00,7755.8
2020-04-29 00:00:00+00:00,7872.4
2020-04-29 06:00:00+00:00,8139.2
2020-04-29 12:00:00+00:00,8724.5
